word,rule_based,correct
जनसत्ता,⠚⠝⠎⠞⠈⠞⠜,⠚⠝⠎⠈⠞⠞⠜
भ्रष्टाचार,⠘⠈⠗⠯⠈⠾⠜⠉⠜⠗,⠈⠘⠗⠈⠯⠾⠜⠉⠜⠗
पर्दाफ़ाश,⠏⠗⠈⠙⠜⠐⠋⠜⠩,⠏⠈⠗⠙⠜⠐⠋⠜⠩
सच्ची,⠎⠉⠈⠉⠔,⠎⠈⠉⠉⠔
तस्वीर,⠞⠎⠈⠧⠔⠗,⠞⠈⠎⠧⠔⠗
झल्लाहट,⠴⠇⠈⠇⠜⠓⠾,⠴⠈⠇⠇⠜⠓⠾
कम्पनियों,⠅⠍⠈⠏⠝⠊⠽⠕⠰,⠅⠈⠍⠏⠝⠊⠽⠕⠰
इण्टरनेट,⠊⠼⠈⠾⠗⠝⠑⠾,⠊⠈⠼⠾⠗⠝⠑⠾
विकल्प,⠧⠊⠅⠇⠈⠏,⠧⠊⠅⠈⠇⠏
पर्याप्त,⠏⠗⠈⠽⠜⠏⠈⠞,⠏⠈⠗⠽⠜⠈⠏⠞
समस्याओं,⠎⠍⠎⠈⠽⠜⠕⠰,⠎⠍⠈⠎⠽⠜⠕⠰
लोकतन्त्र,⠇⠕⠅⠞⠝⠈⠈⠞⠗,⠇⠕⠅⠞⠈⠝⠈⠞⠗
जनक्रान्ति,⠚⠝⠅⠈⠗⠜⠝⠈⠞⠊,⠚⠝⠈⠅⠗⠜⠈⠝⠞⠊
परिवर्तन,⠏⠗⠊⠧⠗⠈⠞⠝,⠏⠗⠊⠧⠈⠗⠞⠝
स्पेक्ट्रम,⠎⠈⠏⠑⠅⠈⠾⠈⠗⠍,⠈⠎⠏⠑⠈⠅⠈⠾⠗⠍
राष्ट्रमण्डल,⠗⠜⠯⠈⠾⠈⠗⠍⠼⠈⠫⠇,⠗⠜⠈⠯⠈⠾⠗⠍⠈⠼⠫⠇
फिक्सिंग,⠋⠊⠅⠈⠎⠊⠰⠛,⠋⠊⠈⠅⠎⠊⠰⠛
स्वतन्त्रता,⠎⠈⠧⠞⠝⠈⠈⠞⠗⠞⠜,⠈⠎⠧⠞⠈⠝⠈⠞⠗⠞⠜
संग्राम,⠎⠰⠛⠈⠗⠜⠍,⠎⠰⠈⠛⠗⠜⠍
प्रेरित,⠏⠈⠗⠑⠗⠊⠞,⠈⠏⠗⠑⠗⠊⠞
तत्कालीन,⠞⠞⠈⠅⠜⠇⠔⠝,⠞⠈⠞⠅⠜⠇⠔⠝
महात्मा,⠍⠓⠜⠞⠈⠍⠜,⠍⠓⠜⠈⠞⠍⠜
लोकमान्य,⠇⠕⠅⠍⠜⠝⠈⠽,⠇⠕⠅⠍⠜⠈⠝⠽
सुरेन्द्रनाथ,⠎⠥⠗⠑⠝⠈⠙⠈⠗⠝⠜⠹,⠎⠥⠗⠑⠈⠝⠈⠙⠗⠝⠜⠹
बनर्जी,⠃⠝⠗⠈⠚⠔,⠃⠝⠈⠗⠚⠔
अरविन्द,⠁⠗⠧⠊⠝⠈⠙,⠁⠗⠧⠊⠈⠝⠙
प्रत्यक्षतः,⠏⠈⠗⠞⠈⠽⠟⠞⠠,⠈⠏⠗⠈⠞⠽⠟⠞⠠
अतिरिक्त,⠁⠞⠊⠗⠊⠅⠈⠞,⠁⠞⠊⠗⠊⠈⠅⠞
भारतेन्दु,⠘⠜⠗⠞⠑⠝⠈⠙⠥,⠘⠜⠗⠞⠑⠈⠝⠙⠥
हरिश्चन्द्र,⠓⠗⠊⠩⠈⠉⠝⠈⠙⠈⠗,⠓⠗⠊⠈⠩⠉⠈⠝⠈⠙⠗
चतुर्वेदी,⠉⠞⠥⠗⠈⠧⠑⠙⠔,⠉⠞⠥⠈⠗⠧⠑⠙⠔
साहित्यकारों,⠎⠜⠓⠊⠞⠈⠽⠅⠜⠗⠕⠰,⠎⠜⠓⠊⠈⠞⠽⠅⠜⠗⠕⠰
बन्दूकों,⠃⠝⠈⠙⠳⠅⠕⠰,⠃⠈⠝⠙⠳⠅⠕⠰
न्यूज़,⠝⠈⠽⠳⠚⠐,⠈⠝⠽⠳⠐⠚
स्वामित्व,⠎⠈⠧⠜⠍⠊⠞⠈⠧,⠈⠎⠧⠜⠍⠊⠈⠞⠧
चिन्ता,⠉⠊⠝⠈⠞⠜,⠉⠊⠈⠝⠞⠜
इन्हें,⠊⠝⠈⠓⠑⠰,⠊⠈⠝⠓⠑⠰
स्पष्ट,⠎⠈⠏⠯⠈⠾,⠈⠎⠏⠈⠯⠾
मुख्य,⠍⠥⠨⠈⠽,⠍⠥⠈⠨⠽
व्यवसाय,⠧⠈⠽⠧⠎⠜⠽,⠈⠧⠽⠧⠎⠜⠽
मूल्यों,⠍⠳⠇⠈⠽⠕⠰,⠍⠳⠈⠇⠽⠕⠰
नष्ट,⠝⠯⠈⠾,⠝⠈⠯⠾
निष्पक्ष,⠝⠊⠯⠈⠏⠟,⠝⠊⠈⠯⠏⠟
निर्भीक,⠝⠊⠗⠈⠘⠔⠅,⠝⠊⠈⠗⠘⠔⠅
आर्थिक,⠜⠗⠈⠹⠊⠅,⠜⠈⠗⠹⠊⠅
तस्वीर,⠞⠎⠈⠧⠔⠗,⠞⠈⠎⠧⠔⠗
स्वस्थ,⠎⠈⠧⠎⠈⠹,⠈⠎⠧⠈⠎⠹
कल्पना,⠅⠇⠈⠏⠝⠜,⠅⠈⠇⠏⠝⠜
सम्पादन,⠎⠍⠈⠏⠜⠙⠝,⠎⠈⠍⠏⠜⠙⠝
सम्बद्ध,⠎⠍⠈⠃⠙⠈⠮,⠎⠈⠍⠃⠈⠙⠮
निश्चय,⠝⠊⠩⠈⠉⠽,⠝⠊⠈⠩⠉⠽
उपलब्धियाँ,⠥⠏⠇⠃⠈⠮⠊⠽⠜⠄,⠥⠏⠇⠈⠃⠮⠊⠽⠜⠄
विक्रम,⠧⠊⠅⠈⠗⠍,⠧⠊⠈⠅⠗⠍
अन्तरिक्ष,⠁⠝⠈⠞⠗⠊⠟,⠁⠈⠝⠞⠗⠊⠟
अनुसन्धान,⠁⠝⠥⠎⠝⠈⠮⠜⠝,⠁⠝⠥⠎⠈⠝⠮⠜⠝
थुम्बा,⠹⠥⠍⠈⠃⠜,⠹⠥⠈⠍⠃⠜
पश्चात्,⠏⠩⠈⠉⠜⠞⠈,⠏⠈⠩⠉⠜⠈⠞
होवरक्राफ्ट,⠓⠕⠧⠗⠅⠈⠗⠜⠋⠈⠾,⠓⠕⠧⠗⠈⠅⠗⠜⠈⠋⠾
आरम्भ,⠜⠗⠍⠈⠘,⠜⠗⠈⠍⠘
स्वदेशी,⠎⠈⠧⠙⠑⠩⠔,⠈⠎⠧⠙⠑⠩⠔
पृथ्वी,⠏⠐⠗⠹⠈⠧⠔,⠏⠐⠗⠈⠹⠧⠔
नियुक्त,⠝⠊⠽⠥⠅⠈⠞,⠝⠊⠽⠥⠈⠅⠞
लॉन्च,⠇⠭⠝⠈⠉,⠇⠭⠈⠝⠉
व्हीकल,⠧⠈⠓⠔⠅⠇,⠈⠧⠓⠔⠅⠇
नियन्त्रित,⠝⠊⠽⠝⠈⠈⠞⠗⠊⠞,⠝⠊⠽⠈⠝⠈⠞⠗⠊⠞
प्रक्षेपास्त्र,⠏⠈⠗⠟⠑⠏⠜⠎⠈⠈⠞⠗,⠈⠏⠗⠟⠑⠏⠜⠈⠎⠈⠞⠗
अग्नि,⠁⠛⠈⠝⠊,⠁⠈⠛⠝⠊
अग्नि,⠁⠛⠈⠝⠊,⠁⠈⠛⠝⠊
स्रोत,⠎⠈⠗⠕⠞,⠈⠎⠗⠕⠞
राष्ट्रपति,⠗⠜⠯⠈⠾⠈⠗⠏⠞⠊,⠗⠜⠈⠯⠈⠾⠗⠏⠞⠊
अविस्मरणीय,⠁⠧⠊⠎⠈⠍⠗⠼⠔⠽,⠁⠧⠊⠈⠎⠍⠗⠼⠔⠽
भुवनेश्वर,⠘⠥⠧⠝⠑⠩⠈⠧⠗,⠘⠥⠧⠝⠑⠈⠩⠧⠗
निश्चय,⠝⠊⠩⠈⠉⠽,⠝⠊⠈⠩⠉⠽
दिल्ली,⠙⠊⠇⠈⠇⠔,⠙⠊⠈⠇⠇⠔
दर्शनीय,⠙⠗⠈⠩⠝⠔⠽,⠙⠈⠗⠩⠝⠔⠽
प्राकृतिक,⠏⠈⠗⠜⠅⠐⠗⠞⠊⠅,⠈⠏⠗⠜⠅⠐⠗⠞⠊⠅
सुन्दरता,⠎⠥⠝⠈⠙⠗⠞⠜,⠎⠥⠈⠝⠙⠗⠞⠜
धार्मिक,⠮⠜⠗⠈⠍⠊⠅,⠮⠜⠈⠗⠍⠊⠅
दृष्टिकोण,⠙⠐⠗⠯⠈⠾⠊⠅⠕⠼,⠙⠐⠗⠈⠯⠾⠊⠅⠕⠼
स्थलों,⠎⠈⠹⠇⠕⠰,⠈⠎⠹⠇⠕⠰
मन्दिरों,⠍⠝⠈⠙⠊⠗⠕⠰,⠍⠈⠝⠙⠊⠗⠕⠰
सम्राट,⠎⠍⠈⠗⠜⠾,⠎⠈⠍⠗⠜⠾
धम्म,⠮⠍⠈⠍,⠮⠈⠍⠍
स्तूप,⠎⠈⠞⠳⠏,⠈⠎⠞⠳⠏
धर्मावलम्बियों,⠮⠗⠈⠍⠜⠧⠇⠍⠈⠃⠊⠽⠕⠰,⠮⠈⠗⠍⠜⠧⠇⠈⠍⠃⠊⠽⠕⠰
स्थल,⠎⠈⠹⠇,⠈⠎⠹⠇
ग्यारहवीं,⠛⠈⠽⠜⠗⠓⠧⠔⠰,⠈⠛⠽⠜⠗⠓⠧⠔⠰
भव्य,⠘⠧⠈⠽,⠘⠈⠧⠽
सुन्दर,⠎⠥⠝⠈⠙⠗,⠎⠥⠈⠝⠙⠗
मुक्तेश्वर,⠍⠥⠅⠈⠞⠑⠩⠈⠧⠗,⠍⠥⠈⠅⠞⠑⠈⠩⠧⠗
मुक्तेश्वर,⠍⠥⠅⠈⠞⠑⠩⠈⠧⠗,⠍⠥⠈⠅⠞⠑⠈⠩⠧⠗
स्थापना,⠎⠈⠹⠜⠏⠝⠜,⠈⠎⠹⠜⠏⠝⠜
नक्काशी,⠝⠅⠈⠅⠜⠩⠔,⠝⠈⠅⠅⠜⠩⠔
पंचतन्त्र,⠏⠰⠉⠞⠝⠈⠈⠞⠗,⠏⠰⠉⠞⠈⠝⠈⠞⠗
शिल्पकला,⠩⠊⠇⠈⠏⠅⠇⠜,⠩⠊⠈⠇⠏⠅⠇⠜
अप्रतिम,⠁⠏⠈⠗⠞⠊⠍,⠁⠈⠏⠗⠞⠊⠍
निर्मित,⠝⠊⠗⠈⠍⠊⠞,⠝⠊⠈⠗⠍⠊⠞
स्थित,⠎⠈⠹⠊⠞,⠈⠎⠹⠊⠞
हस्तलिखित,⠓⠎⠈⠞⠇⠊⠨⠊⠞,⠓⠈⠎⠞⠇⠊⠨⠊⠞
अतिरिक्त,⠁⠞⠊⠗⠊⠅⠈⠞,⠁⠞⠊⠗⠊⠈⠅⠞
मूर्ति,⠍⠳⠗⠈⠞⠊,⠍⠳⠈⠗⠞⠊
सम्बन्धित,⠎⠍⠈⠃⠝⠈⠮⠊⠞,⠎⠈⠍⠃⠈⠝⠮⠊⠞
विभिन्न,⠧⠊⠘⠊⠝⠈⠝,⠧⠊⠘⠊⠈⠝⠝
खण्डगिरि,⠨⠼⠈⠫⠛⠊⠗⠊,⠨⠈⠼⠫⠛⠊⠗⠊
स्वरूप,⠎⠈⠧⠗⠳⠏,⠈⠎⠧⠗⠳⠏
स्थानीय,⠎⠈⠹⠜⠝⠔⠽,⠈⠎⠹⠜⠝⠔⠽
आनन्द,⠜⠝⠝⠈⠙,⠜⠝⠈⠝⠙
व्यंजन,⠧⠈⠽⠰⠚⠝,⠈⠧⠽⠰⠚⠝
अविस्मरणीय,⠁⠧⠊⠎⠈⠍⠗⠼⠔⠽,⠁⠧⠊⠈⠎⠍⠗⠼⠔⠽
वस्तुओं,⠧⠎⠈⠞⠥⠕⠰,⠧⠈⠎⠞⠥⠕⠰
बल्कि,⠃⠇⠈⠅⠊,⠃⠈⠇⠅⠊
वस्तुतः,⠧⠎⠈⠞⠥⠞⠠,⠧⠈⠎⠞⠥⠞⠠
उद्देश्य,⠥⠙⠈⠙⠑⠩⠈⠽,⠥⠈⠙⠙⠑⠈⠩⠽
शान्ति,⠩⠜⠝⠈⠞⠊,⠩⠜⠈⠝⠞⠊
गुप्त,⠛⠥⠏⠈⠞,⠛⠥⠈⠏⠞
काव्य,⠅⠜⠧⠈⠽,⠅⠜⠈⠧⠽
मनुष्य,⠍⠝⠥⠯⠈⠽,⠍⠝⠥⠈⠯⠽
पत्थर,⠏⠞⠈⠹⠗,⠏⠈⠞⠹⠗
जन्म,⠚⠝⠈⠍,⠚⠈⠝⠍
कर्त्तव्य,⠅⠗⠈⠞⠈⠞⠧⠈⠽,⠅⠈⠗⠈⠞⠞⠈⠧⠽
अर्थात्,⠁⠗⠈⠹⠜⠞⠈,⠁⠈⠗⠹⠜⠈⠞
देशभक्ति,⠙⠑⠩⠘⠅⠈⠞⠊,⠙⠑⠩⠘⠈⠅⠞⠊
निष्यण,⠝⠊⠯⠈⠽⠼,⠝⠊⠈⠯⠽⠼
सांस्कृतिक,⠎⠜⠰⠎⠈⠅⠐⠗⠞⠊⠅,⠎⠜⠰⠈⠎⠅⠐⠗⠞⠊⠅
पृथक्,⠏⠐⠗⠹⠅⠈,⠏⠐⠗⠹⠈⠅
न्योछावर,⠝⠈⠽⠕⠡⠜⠧⠗,⠈⠝⠽⠕⠡⠜⠧⠗
तत्पर,⠞⠞⠈⠏⠗,⠞⠈⠞⠏⠗
कई,⠅⠔,⠅⠁⠔
मई,⠍⠔,⠍⠁⠔
दबंगई,⠙⠃⠰⠛⠔,⠙⠃⠰⠛⠁⠔
भए,⠘⠑,⠘⠁⠑
डीएनए,⠫⠔⠑⠝⠑,⠫⠔⠑⠝⠁⠑
नए,⠝⠑,⠝⠁⠑
अनुक्रम,⠁⠝⠥⠅⠈⠗⠍,⠁⠝⠥⠈⠅⠗⠍
अनुच्छेद,⠁⠝⠥⠉⠈⠡⠑⠙,⠁⠝⠥⠈⠉⠡⠑⠙
अनुपस्थिति,⠁⠝⠥⠏⠎⠈⠹⠊⠞⠊,⠁⠝⠥⠏⠈⠎⠹⠊⠞⠊
अन्य,⠁⠝⠈⠽,⠁⠈⠝⠽
अन्वेषक,⠁⠝⠈⠧⠑⠯⠅,⠁⠈⠝⠧⠑⠯⠅
अपर्याप्त,⠁⠏⠗⠈⠽⠜⠏⠈⠞,⠁⠏⠈⠗⠽⠜⠈⠏⠞
अफ़सर,⠁⠋⠐⠎⠗,⠁⠐⠋⠎⠗
अफ़्रीकी,⠁⠋⠐⠈⠗⠔⠅⠔,⠁⠈⠐⠋⠗⠔⠅⠔
अभिविन्यास,⠁⠘⠊⠧⠊⠝⠈⠽⠜⠎,⠁⠘⠊⠧⠊⠈⠝⠽⠜⠎
अभ्यास,⠁⠘⠈⠽⠜⠎,⠁⠈⠘⠽⠜⠎
अरण्यराज,⠁⠗⠼⠈⠽⠗⠜⠚,⠁⠗⠈⠼⠽⠗⠜⠚
अरण्यश्वान,⠁⠗⠼⠈⠽⠩⠈⠧⠜⠝,⠁⠗⠈⠼⠽⠈⠩⠧⠜⠝
अर्थशास्त्री,⠁⠗⠈⠹⠩⠜⠎⠈⠈⠞⠗⠔,⠁⠈⠗⠹⠩⠜⠈⠎⠈⠞⠗⠔
अल्पसंख्यक,⠁⠇⠈⠏⠎⠰⠨⠈⠽⠅,⠁⠈⠇⠏⠎⠰⠈⠨⠽⠅
अष्टाध्यायी,⠁⠯⠈⠾⠜⠮⠈⠽⠜⠽⠔,⠁⠈⠯⠾⠜⠈⠮⠽⠜⠽⠔
इतिवृत्तात्मक,⠊⠞⠊⠧⠐⠗⠞⠈⠞⠜⠞⠈⠍⠅,⠊⠞⠊⠧⠐⠗⠈⠞⠞⠜⠈⠞⠍⠅
इज़्ज़त,⠊⠐⠚⠈⠐⠚⠞,⠊⠈⠐⠚⠐⠚⠞
उपलब्धि,⠥⠏⠇⠃⠈⠮⠊,⠥⠏⠇⠈⠃⠮⠊
एड्स,⠑⠫⠈⠎,⠑⠈⠫⠎
ऐक्य,⠌⠅⠈⠽,⠌⠈⠅⠽
ऐज़ाज़,⠌⠐⠚⠜⠐⠚,⠌⠐⠚⠜⠐⠚
अंगयष्टि,⠁⠰⠛⠽⠯⠈⠾⠊,⠁⠰⠛⠽⠈⠯⠾⠊
अंगारपुष्प,⠁⠰⠛⠜⠗⠏⠥⠯⠈⠏,⠁⠰⠛⠜⠗⠏⠥⠈⠯⠏
संतुष्टि,⠎⠰⠞⠥⠯⠈⠾⠊,⠎⠰⠞⠥⠈⠯⠾⠊
स्कूल,⠎⠈⠅⠳⠇,⠈⠎⠅⠳⠇
मुस्कान,⠍⠥⠎⠈⠅⠜⠝,⠍⠥⠈⠎⠅⠜⠝
नोटबुक्स,⠝⠕⠾⠃⠥⠅⠈⠎,⠝⠕⠾⠃⠥⠈⠅⠎
स्थिति,⠎⠈⠹⠊⠞⠊,⠈⠎⠹⠊⠞⠊
अक्सर,⠁⠅⠈⠎⠗,⠁⠈⠅⠎⠗
स्वास्थ्य,⠎⠈⠧⠜⠎⠈⠹⠈⠽,⠈⠎⠧⠜⠈⠎⠈⠹⠽
सिरदर्द,⠎⠊⠗⠙⠗⠈⠙,⠎⠊⠗⠙⠈⠗⠙
ख्याल,⠨⠈⠽⠜⠇,⠈⠨⠽⠜⠇
निर्दयी,⠝⠊⠗⠈⠙⠽⠔,⠝⠊⠈⠗⠙⠽⠔
फर्क,⠋⠗⠈⠅,⠋⠈⠗⠅
निष्कर्ष,⠝⠊⠯⠈⠅⠗⠈⠯,⠝⠊⠈⠯⠅⠈⠗⠯
संयुक्त,⠎⠰⠽⠥⠅⠈⠞,⠎⠰⠽⠥⠈⠅⠞
घनिष्ठ,⠣⠝⠊⠯⠈⠺,⠣⠝⠊⠈⠯⠺
त्योहार,⠞⠈⠽⠕⠓⠜⠗,⠈⠞⠽⠕⠓⠜⠗
छुट्टियों,⠡⠥⠾⠈⠾⠊⠽⠕⠰,⠡⠥⠈⠾⠾⠊⠽⠕⠰
संघर्ष,⠎⠰⠣⠗⠈⠯,⠎⠰⠣⠈⠗⠯
हिस्से,⠓⠊⠎⠈⠎⠑,⠓⠊⠈⠎⠎⠑
पाकिस्तान,⠏⠜⠅⠊⠎⠈⠞⠜⠝,⠏⠜⠅⠊⠈⠎⠞⠜⠝
उन्होंने,⠥⠝⠈⠓⠕⠰⠝⠑,⠥⠈⠝⠓⠕⠰⠝⠑
धार्मिक,⠮⠜⠗⠈⠍⠊⠅,⠮⠜⠈⠗⠍⠊⠅
सख्त,⠎⠨⠈⠞,⠎⠈⠨⠞
जिम्मेदारी,⠚⠊⠍⠈⠍⠑⠙⠜⠗⠔,⠚⠊⠈⠍⠍⠑⠙⠜⠗⠔
जल्दी,⠚⠇⠈⠙⠔,⠚⠈⠇⠙⠔
स्तंभ,⠎⠈⠞⠰⠘,⠈⠎⠞⠰⠘
हल्का,⠓⠇⠈⠅⠜,⠓⠈⠇⠅⠜
स्वभाव,⠎⠈⠧⠘⠜⠧,⠈⠎⠧⠘⠜⠧
आत्मविश्वास,⠜⠞⠈⠍⠧⠊⠩⠈⠧⠜⠎,⠜⠈⠞⠍⠧⠊⠈⠩⠧⠜⠎
अद्भुत,⠁⠙⠈⠘⠥⠞,⠁⠈⠙⠘⠥⠞
भाग्यशाली,⠘⠜⠛⠈⠽⠩⠜⠇⠔,⠘⠜⠈⠛⠽⠩⠜⠇⠔
भावनात्मक,⠘⠜⠧⠝⠜⠞⠈⠍⠅,⠘⠜⠧⠝⠜⠈⠞⠍⠅
स्तन,⠎⠈⠞⠝,⠈⠎⠞⠝
प्रोस्टेट,⠏⠈⠗⠕⠎⠈⠾⠑⠾,⠈⠏⠗⠕⠈⠎⠾⠑⠾
ग्रंथि,⠛⠈⠗⠰⠹⠊,⠈⠛⠗⠰⠹⠊
दिक्कत,⠙⠊⠅⠈⠅⠞,⠙⠊⠈⠅⠅⠞
प्रस्तावना,⠏⠈⠗⠎⠈⠞⠜⠧⠝⠜,⠈⠏⠗⠈⠎⠞⠜⠧⠝⠜
गर्मी,⠛⠗⠈⠍⠔,⠛⠈⠗⠍⠔
सामान्य,⠎⠜⠍⠜⠝⠈⠽,⠎⠜⠍⠜⠈⠝⠽
उपलब्ध,⠥⠏⠇⠃⠈⠮,⠥⠏⠇⠈⠃⠮
आपूर्ति,⠜⠏⠳⠗⠈⠞⠊,⠜⠏⠳⠈⠗⠞⠊
ऊर्जा,⠳⠗⠈⠚⠜,⠳⠈⠗⠚⠜
पर्यावरण,⠏⠗⠈⠽⠜⠧⠗⠼,⠏⠈⠗⠽⠜⠧⠗⠼
ज्वलनशील,⠚⠈⠧⠇⠝⠩⠔⠇,⠈⠚⠧⠇⠝⠩⠔⠇
वक्त,⠧⠅⠈⠞,⠧⠈⠅⠞
बर्बादी,⠃⠗⠈⠃⠜⠙⠔,⠃⠈⠗⠃⠜⠙⠔
व्यापार,⠧⠈⠽⠜⠏⠜⠗,⠈⠧⠽⠜⠏⠜⠗
परिणामस्वरूप,⠏⠗⠊⠼⠜⠍⠎⠈⠧⠗⠳⠏,⠏⠗⠊⠼⠜⠍⠈⠎⠧⠗⠳⠏
ड्राफ्ट,⠫⠈⠗⠜⠋⠈⠾,⠈⠫⠗⠜⠈⠋⠾
माध्यम,⠍⠜⠮⠈⠽⠍,⠍⠜⠈⠮⠽⠍
कार्ड,⠅⠜⠗⠈⠫,⠅⠜⠈⠗⠫
मुद्रा,⠍⠥⠙⠈⠗⠜,⠍⠥⠈⠙⠗⠜
वित्तीय,⠧⠊⠞⠈⠞⠔⠽,⠧⠊⠈⠞⠞⠔⠽
शक्ति,⠩⠅⠈⠞⠊,⠩⠈⠅⠞⠊
कर्तव्य,⠅⠗⠈⠞⠧⠈⠽,⠅⠈⠗⠞⠈⠧⠽
केंद्रित,⠅⠑⠰⠙⠈⠗⠊⠞,⠅⠑⠰⠈⠙⠗⠊⠞
सकारात्मक,⠎⠅⠜⠗⠜⠞⠈⠍⠅,⠎⠅⠜⠗⠜⠈⠞⠍⠅
राष्ट्र,⠗⠜⠯⠈⠾⠈⠗,⠗⠜⠈⠯⠈⠾⠗
कार्यस्थल,⠅⠜⠗⠈⠽⠎⠈⠹⠇,⠅⠜⠈⠗⠽⠈⠎⠹⠇
ट्रेन,⠾⠈⠗⠑⠝,⠈⠾⠗⠑⠝
दिनचर्या,⠙⠊⠝⠉⠗⠈⠽⠜,⠙⠊⠝⠉⠈⠗⠽⠜
तेज़,⠞⠑⠚⠐,⠞⠑⠐⠚
उद्भव,⠥⠙⠈⠘⠧,⠥⠈⠙⠘⠧
नाट्य,⠝⠜⠾⠈⠽,⠝⠜⠈⠾⠽
शास्त्र,⠩⠜⠎⠈⠈⠞⠗,⠩⠜⠈⠎⠈⠞⠗
हार्मोनल,⠓⠜⠗⠈⠍⠕⠝⠇,⠓⠜⠈⠗⠍⠕⠝⠇
मस्तिष्क,⠍⠎⠈⠞⠊⠯⠈⠅,⠍⠈⠎⠞⠊⠈⠯⠅
ज़िन्दगी,⠚⠐⠊⠝⠈⠙⠛⠔,⠐⠚⠊⠈⠝⠙⠛⠔
अकल्पित,⠁⠅⠇⠈⠏⠊⠞,⠁⠅⠈⠇⠏⠊⠞
आत्मत्यागी,⠜⠞⠈⠍⠞⠈⠽⠜⠛⠔,⠜⠈⠞⠍⠈⠞⠽⠜⠛⠔
इश्तहार,⠊⠩⠈⠞⠓⠜⠗,⠊⠈⠩⠞⠓⠜⠗
इल्जाम,⠊⠇⠈⠚⠜⠍,⠊⠈⠇⠚⠜⠍
ईर्ष्या,⠔⠗⠈⠯⠈⠽⠜,⠔⠈⠗⠈⠯⠽⠜
ईश्वराधीन,⠔⠩⠈⠧⠗⠜⠮⠔⠝,⠔⠈⠩⠧⠗⠜⠮⠔⠝
ऊर्ध्वाधर,⠳⠗⠈⠮⠈⠧⠜⠮⠗,⠳⠈⠗⠈⠮⠧⠜⠮⠗
ऐच्छिक,⠌⠉⠈⠡⠊⠅,⠌⠈⠉⠡⠊⠅
तत्क्षण,⠞⠞⠈⠟⠼,⠞⠈⠞⠟⠼
निर्निमेष,⠝⠊⠗⠈⠝⠊⠍⠑⠯,⠝⠊⠈⠗⠝⠊⠍⠑⠯
प्रतिक्रिया,⠏⠈⠗⠞⠊⠅⠈⠗⠊⠽⠜,⠈⠏⠗⠞⠊⠈⠅⠗⠊⠽⠜
क्लिष्ट,⠅⠈⠇⠊⠯⠈⠾,⠈⠅⠇⠊⠈⠯⠾
अट्टालिका,⠁⠾⠈⠾⠜⠇⠊⠅⠜,⠁⠈⠾⠾⠜⠇⠊⠅⠜
अक्षुण्ण,⠁⠟⠥⠼⠈⠼,⠁⠟⠥⠈⠼⠼
यत्किंचित,⠽⠞⠈⠅⠊⠰⠉⠊⠞,⠽⠈⠞⠅⠊⠰⠉⠊⠞
वात्याचक्र,⠧⠜⠞⠈⠽⠜⠉⠅⠈⠗,⠧⠜⠈⠞⠽⠜⠉⠈⠅⠗
किंकर्तव्यविमूढ़,⠅⠊⠰⠅⠗⠈⠞⠧⠈⠽⠧⠊⠍⠳⠐⠻,⠅⠊⠰⠅⠈⠗⠞⠈⠧⠽⠧⠊⠍⠳⠐⠻
संस्कृति,⠎⠰⠎⠈⠅⠐⠗⠞⠊,⠎⠰⠈⠎⠅⠐⠗⠞⠊
अनिर्वचनीय,⠁⠝⠊⠗⠈⠧⠉⠝⠔⠽,⠁⠝⠊⠈⠗⠧⠉⠝⠔⠽
अल्पसंख्यक,⠁⠇⠈⠏⠎⠰⠨⠈⠽⠅,⠁⠈⠇⠏⠎⠰⠈⠨⠽⠅
अनुज्ञप्ति,⠁⠝⠥⠱⠏⠈⠞⠊,⠁⠝⠥⠱⠈⠏⠞⠊
ऐश्वर्य,⠌⠩⠈⠧⠗⠈⠽,⠌⠈⠩⠧⠈⠗⠽
गत्यात्मक,⠛⠞⠈⠽⠜⠞⠈⠍⠅,⠛⠈⠞⠽⠜⠈⠞⠍⠅
प्रारब्ध,⠏⠈⠗⠜⠗⠃⠈⠮,⠈⠏⠗⠜⠗⠈⠃⠮
विस्मृति,⠧⠊⠎⠈⠍⠐⠗⠞⠊,⠧⠊⠈⠎⠍⠐⠗⠞⠊
स्वल्पाहार,⠎⠈⠧⠇⠈⠏⠜⠓⠜⠗,⠈⠎⠧⠈⠇⠏⠜⠓⠜⠗
स्वैच्छिक,⠎⠈⠧⠌⠉⠈⠡⠊⠅,⠈⠎⠧⠌⠈⠉⠡⠊⠅
गत्यात्मक,⠛⠞⠈⠽⠜⠞⠈⠍⠅,⠛⠈⠞⠽⠜⠈⠞⠍⠅
इच्छाशक्ति,⠊⠉⠈⠡⠜⠩⠅⠈⠞⠊,⠊⠈⠉⠡⠜⠩⠈⠅⠞⠊
प्रतिस्पर्धा,⠏⠈⠗⠞⠊⠎⠈⠏⠗⠈⠮⠜,⠈⠏⠗⠞⠊⠈⠎⠏⠈⠗⠮⠜
भ्रांति,⠘⠈⠗⠜⠰⠞⠊,⠈⠘⠗⠜⠰⠞⠊
अनुशासनात्मक,⠁⠝⠥⠩⠜⠎⠝⠜⠞⠈⠍⠅,⠁⠝⠥⠩⠜⠎⠝⠜⠈⠞⠍⠅
आत्मविश्वासपूर्ण,⠜⠞⠈⠍⠧⠊⠩⠈⠧⠜⠎⠏⠳⠗⠈⠼,⠜⠈⠞⠍⠧⠊⠈⠩⠧⠜⠎⠏⠳⠈⠗⠼
